question_id,user_input,retrieved_contexts,response,reference,answer_relevancy,context_precision,faithfulness
refund_policy,What is the refund policy?,"['DocQuery Citation: document_id=tmp5l9i60wi; source_file=company_policy.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — Company Policy\nRefund Policy\nCustomers may request a refund within 30 days of purchase.\nRefund requests must be submitted to support@acme.example.\nApproval is required from the Customer Success Manager.\nEnterprise Discounts\nEnterprise discounts above 20% require VP Sales approval.\nDiscounts up to 20% may be approved by account executives.\nData Retention\nCustomer data is retained for 7 years per regulatory requirements.', 'DocQuery Citation: document_id=tmpl0d1jda3; source_file=sample_support_history.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — Support History Sample\nTicket #1001: Customer requested refund on 2024-01-15. Approved within policy.\nTicket #1002: Enterprise discount requested (25%). Escalated to VP Sales.\nTicket #1003: Data export request. Processed per retention policy.\nTicket #1004: Billing dispute. Resolved by account executive.', 'DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Table; chunk_index=0\n\nTable with columns: Plan, Price/mo, Users, Support. The Starter has price/mo $29, users 1, support Email. The Pro has price/mo $99, users 5, support Email + Chat. The Business has price/mo $299, users 25, support Priority. The Enterprise has price/mo Custom, users Unlimited, support Dedicated CSM.', 'DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=1\n\nAcme Corp — Pricing Table\nPlan Price/mo Users Support\nStarter $29 1 Email\nPro $99 5 Email + Chat\nBusiness $299 25 Priority\nEnterprise Custom Unlimited Dedicated CSM', 'Figure index for tmpw1cddyhu\nFigure ID: tmpw1cddyhu_p001_fig001_01\nContent type: figure\nSource file: architecture_report.pdf\nPage: 1\nImage URL: /figures/tmpw1cddyhu/tmpw1cddyhu_p001_fig001_01.png\nCaption: Figure 1: System architecture showing Web UI, API, and R2R components.\nOCR text: WebUl :3000']","According to the Acme Corp Company Policy, the refund policy includes the following terms:

*   **Timeframe:** Customers can request a refund within 30 days of their purchase [aeab962].
*   **Submission Process:** Refund requests must be sent via email to support@acme.example [aeab962].
*   **Approval:** All refunds require approval from the Customer Success Manager [aeab962].

Support history records indicate that these policies are actively enforced, as seen in Ticket #1001 where a refund was approved within the established policy [bbd6d7c].","The answer should state the 30-day refund window, the requirement to contact support@acme.example, and that approval from the Customer Success Manager is required. Based only on the uploaded policy document.
",0.7223687502652129,0.9999999999,
refund_approval,Who has to approve a customer refund?,"['DocQuery Citation: document_id=tmp5l9i60wi; source_file=company_policy.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — Company Policy\nRefund Policy\nCustomers may request a refund within 30 days of purchase.\nRefund requests must be submitted to support@acme.example.\nApproval is required from the Customer Success Manager.\nEnterprise Discounts\nEnterprise discounts above 20% require VP Sales approval.\nDiscounts up to 20% may be approved by account executives.\nData Retention\nCustomer data is retained for 7 years per regulatory requirements.', 'DocQuery Citation: document_id=tmpl0d1jda3; source_file=sample_support_history.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — Support History Sample\nTicket #1001: Customer requested refund on 2024-01-15. Approved within policy.\nTicket #1002: Enterprise discount requested (25%). Escalated to VP Sales.\nTicket #1003: Data export request. Processed per retention policy.\nTicket #1004: Billing dispute. Resolved by account executive.', 'DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Table; chunk_index=0\n\nTable with columns: Plan, Price/mo, Users, Support. The Starter has price/mo $29, users 1, support Email. The Pro has price/mo $99, users 5, support Email + Chat. The Business has price/mo $299, users 25, support Priority. The Enterprise has price/mo Custom, users Unlimited, support Dedicated CSM.', 'DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=1\n\nAcme Corp — Pricing Table\nPlan Price/mo Users Support\nStarter $29 1 Email\nPro $99 5 Email + Chat\nBusiness $299 25 Priority\nEnterprise Custom Unlimited Dedicated CSM', 'Figure index for tmpw1cddyhu\nFigure ID: tmpw1cddyhu_p001_fig001_01\nContent type: figure\nSource file: architecture_report.pdf\nPage: 1\nImage URL: /figures/tmpw1cddyhu/tmpw1cddyhu_p001_fig001_01.png\nCaption: Figure 1: System architecture showing Web UI, API, and R2R components.\nOCR text: WebUl :3000']","According to the Acme Corp Company Policy, a customer refund must be approved by the **Customer Success Manager** [aeab962].","The answer should identify the Customer Success Manager as the approver for refunds. It should cite the uploaded company policy document and avoid inventing other approval paths.
",0.7894047600497711,0.9999999999,
enterprise_discount,Who can approve an enterprise discount above 20%?,"['DocQuery Citation: document_id=tmp5l9i60wi; source_file=company_policy.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — Company Policy\nRefund Policy\nCustomers may request a refund within 30 days of purchase.\nRefund requests must be submitted to support@acme.example.\nApproval is required from the Customer Success Manager.\nEnterprise Discounts\nEnterprise discounts above 20% require VP Sales approval.\nDiscounts up to 20% may be approved by account executives.\nData Retention\nCustomer data is retained for 7 years per regulatory requirements.', 'DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Table; chunk_index=0\n\nTable with columns: Plan, Price/mo, Users, Support. The Starter has price/mo $29, users 1, support Email. The Pro has price/mo $99, users 5, support Email + Chat. The Business has price/mo $299, users 25, support Priority. The Enterprise has price/mo Custom, users Unlimited, support Dedicated CSM.', 'DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=1\n\nAcme Corp — Pricing Table\nPlan Price/mo Users Support\nStarter $29 1 Email\nPro $99 5 Email + Chat\nBusiness $299 25 Priority\nEnterprise Custom Unlimited Dedicated CSM', 'DocQuery Citation: document_id=tmpl0d1jda3; source_file=sample_support_history.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — Support History Sample\nTicket #1001: Customer requested refund on 2024-01-15. Approved within policy.\nTicket #1002: Enterprise discount requested (25%). Escalated to VP Sales.\nTicket #1003: Data export request. Processed per retention policy.\nTicket #1004: Billing dispute. Resolved by account executive.', 'Figure index for tmpw1cddyhu\nFigure ID: tmpw1cddyhu_p001_fig001_01\nContent type: figure\nSource file: architecture_report.pdf\nPage: 1\nImage URL: /figures/tmpw1cddyhu/tmpw1cddyhu_p001_fig001_01.png\nCaption: Figure 1: System architecture showing Web UI, API, and R2R components.\nOCR text: WebUl :3000']","An enterprise discount above 20% must be approved by the **VP Sales** [aeab962]. This policy is reflected in support history records, where a request for a 25% discount was escalated to the VP Sales for approval [bbd6d7c].","The answer should identify VP Sales as the approver for discounts above 20%, and account executives for discounts up to 20%. Based only on the uploaded policy document.
",0.9095116236302007,0.7499999999625,1.0
pro_plan_price,What does the Pro plan cost and what support does it include?,"['DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Table; chunk_index=0\n\nTable with columns: Plan, Price/mo, Users, Support. The Starter has price/mo $29, users 1, support Email. The Pro has price/mo $99, users 5, support Email + Chat. The Business has price/mo $299, users 25, support Priority. The Enterprise has price/mo Custom, users Unlimited, support Dedicated CSM.', 'DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=1\n\nAcme Corp — Pricing Table\nPlan Price/mo Users Support\nStarter $29 1 Email\nPro $99 5 Email + Chat\nBusiness $299 25 Priority\nEnterprise Custom Unlimited Dedicated CSM', 'DocQuery Citation: document_id=tmpl0d1jda3; source_file=sample_support_history.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — Support History Sample\nTicket #1001: Customer requested refund on 2024-01-15. Approved within policy.\nTicket #1002: Enterprise discount requested (25%). Escalated to VP Sales.\nTicket #1003: Data export request. Processed per retention policy.\nTicket #1004: Billing dispute. Resolved by account executive.', 'DocQuery Citation: document_id=tmp5l9i60wi; source_file=company_policy.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — Company Policy\nRefund Policy\nCustomers may request a refund within 30 days of purchase.\nRefund requests must be submitted to support@acme.example.\nApproval is required from the Customer Success Manager.\nEnterprise Discounts\nEnterprise discounts above 20% require VP Sales approval.\nDiscounts up to 20% may be approved by account executives.\nData Retention\nCustomer data is retained for 7 years per regulatory requirements.', 'Figure index for tmpw1cddyhu\nFigure ID: tmpw1cddyhu_p001_fig001_01\nContent type: figure\nSource file: architecture_report.pdf\nPage: 1\nImage URL: /figures/tmpw1cddyhu/tmpw1cddyhu_p001_fig001_01.png\nCaption: Figure 1: System architecture showing Web UI, API, and R2R components.\nOCR text: WebUl :3000']","The Pro plan costs $99 per month and includes Email + Chat support [115a317], [632249f].","The Pro plan costs $99 per month, supports 5 users, and includes email and chat support. Based only on the uploaded pricing document.
",0.8072677378201737,0.99999999995,
enterprise_plan_support,What support level comes with the Enterprise plan?,"['DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Table; chunk_index=0\n\nTable with columns: Plan, Price/mo, Users, Support. The Starter has price/mo $29, users 1, support Email. The Pro has price/mo $99, users 5, support Email + Chat. The Business has price/mo $299, users 25, support Priority. The Enterprise has price/mo Custom, users Unlimited, support Dedicated CSM.', 'DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=1\n\nAcme Corp — Pricing Table\nPlan Price/mo Users Support\nStarter $29 1 Email\nPro $99 5 Email + Chat\nBusiness $299 25 Priority\nEnterprise Custom Unlimited Dedicated CSM', 'DocQuery Citation: document_id=tmp5l9i60wi; source_file=company_policy.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — Company Policy\nRefund Policy\nCustomers may request a refund within 30 days of purchase.\nRefund requests must be submitted to support@acme.example.\nApproval is required from the Customer Success Manager.\nEnterprise Discounts\nEnterprise discounts above 20% require VP Sales approval.\nDiscounts up to 20% may be approved by account executives.\nData Retention\nCustomer data is retained for 7 years per regulatory requirements.', 'DocQuery Citation: document_id=tmpl0d1jda3; source_file=sample_support_history.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — Support History Sample\nTicket #1001: Customer requested refund on 2024-01-15. Approved within policy.\nTicket #1002: Enterprise discount requested (25%). Escalated to VP Sales.\nTicket #1003: Data export request. Processed per retention policy.\nTicket #1004: Billing dispute. Resolved by account executive.', 'Figure index for tmpw1cddyhu\nFigure ID: tmpw1cddyhu_p001_fig001_01\nContent type: figure\nSource file: architecture_report.pdf\nPage: 1\nImage URL: /figures/tmpw1cddyhu/tmpw1cddyhu_p001_fig001_01.png\nCaption: Figure 1: System architecture showing Web UI, API, and R2R components.\nOCR text: WebUl :3000']","The Enterprise plan comes with a **Dedicated CSM** (Customer Success Manager) for support [115a317], [632249f].","The answer should identify the Enterprise plan support level from the uploaded pricing table and should not substitute Pro-plan support details.
",0.8638786751924407,0.99999999995,
starter_plan_limits,How many users are included in the Starter plan?,"['DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Table; chunk_index=0\n\nTable with columns: Plan, Price/mo, Users, Support. The Starter has price/mo $29, users 1, support Email. The Pro has price/mo $99, users 5, support Email + Chat. The Business has price/mo $299, users 25, support Priority. The Enterprise has price/mo Custom, users Unlimited, support Dedicated CSM.', 'DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=1\n\nAcme Corp — Pricing Table\nPlan Price/mo Users Support\nStarter $29 1 Email\nPro $99 5 Email + Chat\nBusiness $299 25 Priority\nEnterprise Custom Unlimited Dedicated CSM', 'DocQuery Citation: document_id=tmpl0d1jda3; source_file=sample_support_history.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — Support History Sample\nTicket #1001: Customer requested refund on 2024-01-15. Approved within policy.\nTicket #1002: Enterprise discount requested (25%). Escalated to VP Sales.\nTicket #1003: Data export request. Processed per retention policy.\nTicket #1004: Billing dispute. Resolved by account executive.', 'Figure index for tmpw1cddyhu\nFigure ID: tmpw1cddyhu_p001_fig001_01\nContent type: figure\nSource file: architecture_report.pdf\nPage: 1\nImage URL: /figures/tmpw1cddyhu/tmpw1cddyhu_p001_fig001_01.png\nCaption: Figure 1: System architecture showing Web UI, API, and R2R components.\nOCR text: WebUl :3000', 'DocQuery Citation: document_id=tmp5l9i60wi; source_file=company_policy.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — Company Policy\nRefund Policy\nCustomers may request a refund within 30 days of purchase.\nRefund requests must be submitted to support@acme.example.\nApproval is required from the Customer Success Manager.\nEnterprise Discounts\nEnterprise discounts above 20% require VP Sales approval.\nDiscounts up to 20% may be approved by account executives.\nData Retention\nCustomer data is retained for 7 years per regulatory requirements.']","The Starter plan includes 1 user [115a317], [632249f].","The answer should state the Starter plan user limit from the uploaded pricing table and avoid adding unsupported limits or features.
",0.8793236039518515,0.99999999995,1.0
ingestion_stack,What components make up the document ingestion and question-answering stack?,"['DocQuery Citation: document_id=tmpw1cddyhu; source_file=architecture_report.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — System Architecture Report\nThe following diagram shows the system architecture:\nFigure 1: System architecture showing Web UI, API, and R2R components.\nKey components:\n- Web UI (port 3000): Next.js frontend for user interaction\n- API (port 8000): FastAPI wrapper handling business logic\n- R2R (port 7272): Vector store and RAG retrieval engine', 'DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Table; chunk_index=0\n\nTable with columns: Plan, Price/mo, Users, Support. The Starter has price/mo $29, users 1, support Email. The Pro has price/mo $99, users 5, support Email + Chat. The Business has price/mo $299, users 25, support Priority. The Enterprise has price/mo Custom, users Unlimited, support Dedicated CSM.', 'DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=1\n\nAcme Corp — Pricing Table\nPlan Price/mo Users Support\nStarter $29 1 Email\nPro $99 5 Email + Chat\nBusiness $299 25 Priority\nEnterprise Custom Unlimited Dedicated CSM', 'Figure index for tmpw1cddyhu\nFigure ID: tmpw1cddyhu_p001_fig001_01\nContent type: figure\nSource file: architecture_report.pdf\nPage: 1\nImage URL: /figures/tmpw1cddyhu/tmpw1cddyhu_p001_fig001_01.png\nCaption: Figure 1: System architecture showing Web UI, API, and R2R components.\nOCR text: WebUl :3000', 'DocQuery Citation: document_id=tmpl0d1jda3; source_file=sample_support_history.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — Support History Sample\nTicket #1001: Customer requested refund on 2024-01-15. Approved within policy.\nTicket #1002: Enterprise discount requested (25%). Escalated to VP Sales.\nTicket #1003: Data export request. Processed per retention policy.\nTicket #1004: Billing dispute. Resolved by account executive.']","Based on the system architecture report, the document ingestion and question-answering stack consists of the following key components:

*   **Web UI (port 3000):** A Next.js frontend designed for user interaction [13b4b6f], [783bd64].
*   **API (port 8000):** A FastAPI wrapper that handles the system's business logic [13b4b6f].
*   **R2R (port 7272):** The core engine that serves as the vector store and the RAG (Retrieval-Augmented Generation) retrieval engine [13b4b6f].","The answer should describe the DocQuery architecture using the uploaded architecture report: ingestion/parsing/chunking, R2R retrieval, FastAPI, Next.js UI, and RAGAS evaluation.
",,0.7499999999625,
evaluation_metrics,Which evaluation metrics are used to judge RAG answer quality?,"['DocQuery Citation: document_id=tmpw1cddyhu; source_file=architecture_report.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — System Architecture Report\nThe following diagram shows the system architecture:\nFigure 1: System architecture showing Web UI, API, and R2R components.\nKey components:\n- Web UI (port 3000): Next.js frontend for user interaction\n- API (port 8000): FastAPI wrapper handling business logic\n- R2R (port 7272): Vector store and RAG retrieval engine', 'DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Table; chunk_index=0\n\nTable with columns: Plan, Price/mo, Users, Support. The Starter has price/mo $29, users 1, support Email. The Pro has price/mo $99, users 5, support Email + Chat. The Business has price/mo $299, users 25, support Priority. The Enterprise has price/mo Custom, users Unlimited, support Dedicated CSM.', 'DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=1\n\nAcme Corp — Pricing Table\nPlan Price/mo Users Support\nStarter $29 1 Email\nPro $99 5 Email + Chat\nBusiness $299 25 Priority\nEnterprise Custom Unlimited Dedicated CSM', 'Figure index for tmpw1cddyhu\nFigure ID: tmpw1cddyhu_p001_fig001_01\nContent type: figure\nSource file: architecture_report.pdf\nPage: 1\nImage URL: /figures/tmpw1cddyhu/tmpw1cddyhu_p001_fig001_01.png\nCaption: Figure 1: System architecture showing Web UI, API, and R2R components.\nOCR text: WebUl :3000', 'DocQuery Citation: document_id=tmp5l9i60wi; source_file=company_policy.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — Company Policy\nRefund Policy\nCustomers may request a refund within 30 days of purchase.\nRefund requests must be submitted to support@acme.example.\nApproval is required from the Customer Success Manager.\nEnterprise Discounts\nEnterprise discounts above 20% require VP Sales approval.\nDiscounts up to 20% may be approved by account executives.\nData Retention\nCustomer data is retained for 7 years per regulatory requirements.']","Based on the provided documents, there is no information regarding the specific evaluation metrics used to judge RAG answer quality. The context identifies R2R as the ""Vector store and RAG retrieval engine"" within Acme Corp's system architecture [13b4b6f], but it does not list or describe any metrics for evaluating its performance or output quality.","The answer should identify RAGAS metrics such as faithfulness, answer relevancy, and context precision, based only on the uploaded architecture or evaluation material.
",0.0,0.0,
figure_pipeline,How are figures handled during ingestion?,"['Figure index for tmpw1cddyhu\nFigure ID: tmpw1cddyhu_p001_fig001_01\nContent type: figure\nSource file: architecture_report.pdf\nPage: 1\nImage URL: /figures/tmpw1cddyhu/tmpw1cddyhu_p001_fig001_01.png\nCaption: Figure 1: System architecture showing Web UI, API, and R2R components.\nOCR text: WebUl :3000', 'DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Table; chunk_index=0\n\nTable with columns: Plan, Price/mo, Users, Support. The Starter has price/mo $29, users 1, support Email. The Pro has price/mo $99, users 5, support Email + Chat. The Business has price/mo $299, users 25, support Priority. The Enterprise has price/mo Custom, users Unlimited, support Dedicated CSM.', 'DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=1\n\nAcme Corp — Pricing Table\nPlan Price/mo Users Support\nStarter $29 1 Email\nPro $99 5 Email + Chat\nBusiness $299 25 Priority\nEnterprise Custom Unlimited Dedicated CSM', 'DocQuery Citation: document_id=tmpw1cddyhu; source_file=architecture_report.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — System Architecture Report\nThe following diagram shows the system architecture:\nFigure 1: System architecture showing Web UI, API, and R2R components.\nKey components:\n- Web UI (port 3000): Next.js frontend for user interaction\n- API (port 8000): FastAPI wrapper handling business logic\n- R2R (port 7272): Vector store and RAG retrieval engine', 'DocQuery Citation: document_id=tmpl0d1jda3; source_file=sample_support_history.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — Support History Sample\nTicket #1001: Customer requested refund on 2024-01-15. Approved within policy.\nTicket #1002: Enterprise discount requested (25%). Escalated to VP Sales.\nTicket #1003: Data export request. Processed per retention policy.\nTicket #1004: Billing dispute. Resolved by account executive.']","During the ingestion process, figures are handled by indexing them with specific metadata and extracting their visual and textual content. Key aspects of this process include:

*   **Identification and Indexing:** Each figure is assigned a unique Figure ID and categorized by content type [783bd64].
*   **Metadata Extraction:** The system records the source file, page number, and generates a specific Image URL for the figure (e.g., `/figures/.../fig001_01.png`) [783bd64].
*   **Textual Processing:** Captions are extracted to provide context [783bd64], and OCR (Optical Character Recognition) is performed to capture text contained within the image itself [783bd64].
*   **Document Integration:** Figures are linked to the broader document structure, appearing within document chunks that describe the system architecture or key components related to the visual [13b4b6f].","The answer should explain that figures are extracted during ingestion, stored under the figure asset directory, described in a manifest, and attached to answers when matched by citation or retrieved figure text.
",0.9259283608616588,0.9999999999,
unsupported_ceo_phone,What is the CEO's personal phone number?,"['DocQuery Citation: document_id=tmp5l9i60wi; source_file=company_policy.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — Company Policy\nRefund Policy\nCustomers may request a refund within 30 days of purchase.\nRefund requests must be submitted to support@acme.example.\nApproval is required from the Customer Success Manager.\nEnterprise Discounts\nEnterprise discounts above 20% require VP Sales approval.\nDiscounts up to 20% may be approved by account executives.\nData Retention\nCustomer data is retained for 7 years per regulatory requirements.', 'DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Table; chunk_index=0\n\nTable with columns: Plan, Price/mo, Users, Support. The Starter has price/mo $29, users 1, support Email. The Pro has price/mo $99, users 5, support Email + Chat. The Business has price/mo $299, users 25, support Priority. The Enterprise has price/mo Custom, users Unlimited, support Dedicated CSM.', 'DocQuery Citation: document_id=tmpldk8_y33; source_file=pricing_table.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=1\n\nAcme Corp — Pricing Table\nPlan Price/mo Users Support\nStarter $29 1 Email\nPro $99 5 Email + Chat\nBusiness $299 25 Priority\nEnterprise Custom Unlimited Dedicated CSM', 'Figure index for tmpw1cddyhu\nFigure ID: tmpw1cddyhu_p001_fig001_01\nContent type: figure\nSource file: architecture_report.pdf\nPage: 1\nImage URL: /figures/tmpw1cddyhu/tmpw1cddyhu_p001_fig001_01.png\nCaption: Figure 1: System architecture showing Web UI, API, and R2R components.\nOCR text: WebUl :3000', 'DocQuery Citation: document_id=tmpl0d1jda3; source_file=sample_support_history.pdf; page_start=1; page_end=1; section_path=Document; chunk_index=0\n\nAcme Corp — Support History Sample\nTicket #1001: Customer requested refund on 2024-01-15. Approved within policy.\nTicket #1002: Enterprise discount requested (25%). Escalated to VP Sales.\nTicket #1003: Data export request. Processed per retention policy.\nTicket #1004: Billing dispute. Resolved by account executive.']","Based on the provided documents, there is no information regarding the CEO's personal phone number. The search results cover company policies [aeab962], pricing tables [115a317], [632249f], system architecture [783bd64], and support history [bbd6d7c], but do not include executive contact details.","The system should refuse or state the answer is not available in the provided context. It must not hallucinate contact information.
",0.0,,
